No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
31575,2016,10,6,14,79.0,79.0,2.0,49.0,1600.0,5.0,15.7,1017.0,13.7,0.2,NNE,1.6,Gucheng,2016-10-06 14:00:00,2016-10,No Rain
31580,2016,10,6,19,69.0,100.0,2.0,61.0,2000.0,2.0,14.5,1016.2,12.9,2.6,NNE,3.3,Gucheng,2016-10-06 19:00:00,2016-10,Light Rain
31581,2016,10,6,20,66.0,71.0,2.0,60.0,2100.0,2.0,14.4,1017.3,13.3,2.8,NNW,2.4,Gucheng,2016-10-06 20:00:00,2016-10,Light Rain
31582,2016,10,6,21,67.0,67.0,2.0,63.0,2000.0,2.0,14.3,1017.1,13.2,4.7,WNW,0.8,Gucheng,2016-10-06 21:00:00,2016-10,Moderate Rain
31583,2016,10,6,22,60.0,60.0,2.0,64.0,1700.0,2.0,14.8,1016.6,13.8,4.1,S,1.0,Gucheng,2016-10-06 22:00:00,2016-10,Moderate Rain
31584,2016,10,6,23,52.0,52.0,2.0,55.0,1000.0,8.0,15.0,1016.9,14.2,5.2,S,1.9,Gucheng,2016-10-06 23:00:00,2016-10,Moderate Rain
31585,2016,10,7,0,50.0,50.0,2.0,38.0,800.0,19.0,14.5,1016.0,13.5,7.8,SSE,2.8,Gucheng,2016-10-07 00:00:00,2016-10,Moderate Rain
31586,2016,10,7,1,42.0,42.0,2.0,27.0,700.0,24.0,14.0,1015.8,12.9,4.8,SW,2.0,Gucheng,2016-10-07 01:00:00,2016-10,Moderate Rain
31587,2016,10,7,2,40.0,40.0,2.0,31.0,600.0,12.0,13.7,1015.2,12.8,4.3,SSE,0.7,Gucheng,2016-10-07 02:00:00,2016-10,Moderate Rain
31589,2016,10,7,4,26.0,26.0,2.0,30.0,500.0,16.0,13.3,1013.8,12.4,4.4,ENE,1.1,Gucheng,2016-10-07 04:00:00,2016-10,Moderate Rain
31590,2016,10,7,5,41.0,41.0,2.0,30.0,1000.0,15.0,13.1,1013.7,11.8,6.0,S,2.6,Gucheng,2016-10-07 05:00:00,2016-10,Moderate Rain
31591,2016,10,7,6,36.0,36.0,2.0,33.0,1100.0,14.0,13.0,1013.3,12.1,2.8,E,0.9,Gucheng,2016-10-07 06:00:00,2016-10,Light Rain
31592,2016,10,7,7,38.0,38.0,2.0,50.0,1400.0,4.0,12.4,1012.6,11.5,2.3,SE,1.7,Gucheng,2016-10-07 07:00:00,2016-10,Light Rain
31593,2016,10,7,8,38.0,38.0,2.0,58.0,2000.0,2.0,12.4,1012.7,11.5,2.1,ESE,0.7,Gucheng,2016-10-07 08:00:00,2016-10,Light Rain
31594,2016,10,7,9,34.0,34.0,2.0,59.0,2200.0,2.0,12.6,1012.9,11.7,1.0,NW,0.3,Gucheng,2016-10-07 09:00:00,2016-10,No Rain
31595,2016,10,7,10,35.0,35.0,2.0,58.0,2300.0,3.0,12.8,1012.7,11.9,0.8,NNE,0.9,Gucheng,2016-10-07 10:00:00,2016-10,No Rain
31596,2016,10,7,11,39.0,39.0,2.0,56.0,2200.0,5.0,13.3,1011.7,12.4,0.4,ENE,0.9,Gucheng,2016-10-07 11:00:00,2016-10,No Rain
31597,2016,10,7,12,48.0,48.0,2.0,60.0,2300.0,5.0,13.4,1011.0,12.5,0.7,S,0.7,Gucheng,2016-10-07 12:00:00,2016-10,No Rain
31598,2016,10,7,13,44.0,44.0,2.0,60.0,2200.0,5.0,13.6,1009.9,12.7,1.0,WNW,0.8,Gucheng,2016-10-07 13:00:00,2016-10,No Rain
31914,2016,10,20,17,43.0,73.0,2.0,51.0,1200.0,14.0,10.4,1014.6,8.0,0.2,WSW,1.2,Gucheng,2016-10-20 17:00:00,2016-10,No Rain
31915,2016,10,20,18,48.0,48.0,2.0,46.0,1200.0,14.0,10.1,1015.3,8.0,1.3,WNW,3.1,Gucheng,2016-10-20 18:00:00,2016-10,Light Rain
31916,2016,10,20,19,48.0,48.0,2.0,43.0,1200.0,15.0,10.2,1015.5,8.1,1.0,NW,1.3,Gucheng,2016-10-20 19:00:00,2016-10,No Rain
31917,2016,10,20,20,46.0,46.0,2.0,42.0,1200.0,16.0,10.3,1015.4,8.7,0.6,ENE,1.0,Gucheng,2016-10-20 20:00:00,2016-10,No Rain
31918,2016,10,20,21,42.0,42.0,2.0,42.0,1100.0,12.0,10.2,1015.3,8.8,0.5,SE,0.4,Gucheng,2016-10-20 21:00:00,2016-10,No Rain
31919,2016,10,20,22,46.0,46.0,2.0,50.0,1200.0,5.0,10.2,1015.0,8.5,0.4,NNE,1.9,Gucheng,2016-10-20 22:00:00,2016-10,No Rain
31920,2016,10,20,23,49.0,49.0,2.0,45.0,1100.0,7.0,10.2,1015.1,8.3,0.2,NNE,1.5,Gucheng,2016-10-20 23:00:00,2016-10,No Rain
31931,2016,10,21,10,45.0,45.0,2.0,34.0,900.0,19.0,9.5,1013.3,8.4,0.2,N,1.2,Gucheng,2016-10-21 10:00:00,2016-10,No Rain
31933,2016,10,21,12,48.0,48.0,2.0,45.0,900.0,12.0,10.0,1011.9,8.6,0.1,NNE,0.8,Gucheng,2016-10-21 12:00:00,2016-10,No Rain
31935,2016,10,21,14,50.0,50.0,2.0,54.0,1000.0,6.0,10.2,1009.7,9.0,0.1,NNW,1.0,Gucheng,2016-10-21 14:00:00,2016-10,No Rain
31937,2016,10,21,16,49.0,49.0,2.0,61.0,1200.0,2.0,10.2,1009.3,9.3,0.3,N,1.8,Gucheng,2016-10-21 16:00:00,2016-10,No Rain
31938,2016,10,21,17,46.0,46.0,2.0,61.0,1100.0,2.0,10.3,1009.6,9.4,0.2,NNE,1.9,Gucheng,2016-10-21 17:00:00,2016-10,No Rain
31939,2016,10,21,18,36.0,36.0,2.0,58.0,1100.0,2.0,10.1,1009.9,9.3,2.5,NE,1.9,Gucheng,2016-10-21 18:00:00,2016-10,Light Rain
31940,2016,10,21,19,31.0,31.0,2.0,56.0,900.0,2.0,10.1,1010.4,9.2,1.8,NNE,2.3,Gucheng,2016-10-21 19:00:00,2016-10,Light Rain
31941,2016,10,21,20,39.0,39.0,2.0,56.0,900.0,2.0,10.1,1010.8,9.2,2.6,N,1.2,Gucheng,2016-10-21 20:00:00,2016-10,Light Rain
31942,2016,10,21,21,36.0,36.0,2.0,57.0,1000.0,2.0,10.2,1010.6,9.3,0.1,ENE,0.6,Gucheng,2016-10-21 21:00:00,2016-10,No Rain
31943,2016,10,21,22,34.0,34.0,2.0,53.0,1000.0,2.0,10.4,1011.1,9.5,0.1,N,1.0,Gucheng,2016-10-21 22:00:00,2016-10,No Rain
32078,2016,10,27,13,36.0,80.0,2.0,58.0,900.0,5.0,8.2,1017.9,5.1,0.6,NNE,1.7,Gucheng,2016-10-27 13:00:00,2016-10,No Rain
32079,2016,10,27,14,36.0,55.0,2.0,56.0,1000.0,4.0,7.8,1017.7,5.8,2.0,ENE,1.2,Gucheng,2016-10-27 14:00:00,2016-10,Light Rain
32080,2016,10,27,15,41.0,68.0,2.0,58.0,1100.0,4.0,7.425,1013.0,5.6,1.6,NW,1.0,Gucheng,2016-10-27 15:00:00,2016-10,Light Rain
32081,2016,10,27,16,39.0,50.0,2.0,57.0,1200.0,3.0,7.44,1013.0,5.9,2.2,NE,1.3,Gucheng,2016-10-27 16:00:00,2016-10,Light Rain
32082,2016,10,27,17,44.0,47.0,2.0,60.0,1300.0,2.0,7.35,1013.0,6.1,2.0,NE,1.5,Gucheng,2016-10-27 17:00:00,2016-10,Light Rain
32083,2016,10,27,18,44.0,44.0,2.0,62.0,1400.0,2.0,7.433333333,1013.666667,6.2,1.4,NE,2.0,Gucheng,2016-10-27 18:00:00,2016-10,Light Rain
32084,2016,10,27,19,34.0,43.0,2.0,58.0,1200.0,2.0,7.8,1014.4,6.3,1.3,NE,1.9,Gucheng,2016-10-27 19:00:00,2016-10,Light Rain
32085,2016,10,27,20,35.0,35.0,2.0,58.0,1200.0,2.0,8.033333333,1015.0,6.4,0.5,NE,1.7,Gucheng,2016-10-27 20:00:00,2016-10,No Rain
32086,2016,10,27,21,35.0,35.0,2.0,56.0,1300.0,2.0,8.025,1015.0,6.6,0.2,NE,1.3,Gucheng,2016-10-27 21:00:00,2016-10,No Rain
32649,2016,11,20,8,55.0,55.0,2.0,71.0,900.0,2.0,4.5,1018.5,3.5,0.4,ENE,1.4,Gucheng,2016-11-20 08:00:00,2016-11,No Rain
32650,2016,11,20,9,64.0,64.0,2.0,72.0,1200.0,2.0,3.8,1018.7,2.8,0.3,N,2.2,Gucheng,2016-11-20 09:00:00,2016-11,No Rain
32651,2016,11,20,10,63.0,63.0,2.0,69.0,1200.0,2.0,3.0,1018.3,2.0,0.4,N,2.5,Gucheng,2016-11-20 10:00:00,2016-11,No Rain
32652,2016,11,20,11,65.0,65.0,2.0,68.0,1500.0,2.0,2.9,1018.0,2.0,0.7,N,2.5,Gucheng,2016-11-20 11:00:00,2016-11,No Rain
32653,2016,11,20,12,67.0,67.0,2.0,69.0,1600.0,3.0,2.6,1017.3,1.7,0.9,NNE,2.9,Gucheng,2016-11-20 12:00:00,2016-11,No Rain
32654,2016,11,20,13,68.0,68.0,2.0,70.0,1900.0,3.0,2.4,1016.3,1.5,0.5,NNE,3.0,Gucheng,2016-11-20 13:00:00,2016-11,No Rain
32655,2016,11,20,14,71.0,71.0,2.0,71.0,1900.0,3.0,2.2,1015.9,1.3,0.3,NNE,2.2,Gucheng,2016-11-20 14:00:00,2016-11,No Rain
32656,2016,11,20,15,76.0,76.0,2.0,76.0,2000.0,2.0,2.0,1016.0,1.1,0.3,NNE,2.2,Gucheng,2016-11-20 15:00:00,2016-11,No Rain
32657,2016,11,20,16,75.0,75.0,2.0,78.0,2100.0,2.0,2.2,1016.2,1.3,0.7,NNE,2.4,Gucheng,2016-11-20 16:00:00,2016-11,No Rain
32659,2016,11,20,18,22.0,22.0,2.0,46.0,1000.0,9.0,2.0,1016.8,1.3,1.1,NNE,3.2,Gucheng,2016-11-20 18:00:00,2016-11,Light Rain
32660,2016,11,20,19,17.0,17.0,2.0,38.0,800.0,16.0,1.8,1017.8,0.9,1.2,NE,3.2,Gucheng,2016-11-20 19:00:00,2016-11,Light Rain
32661,2016,11,20,20,14.0,14.0,2.0,30.0,600.0,23.0,1.7,1018.6,0.8,0.8,NE,2.8,Gucheng,2016-11-20 20:00:00,2016-11,No Rain
32662,2016,11,20,21,13.0,13.0,2.0,28.0,600.0,25.0,1.6,1018.9,0.7,0.7,NNE,2.8,Gucheng,2016-11-20 21:00:00,2016-11,No Rain
32663,2016,11,20,22,17.0,17.0,2.0,24.0,500.0,28.0,1.5,1018.8,0.6,0.4,NE,2.6,Gucheng,2016-11-20 22:00:00,2016-11,No Rain
32664,2016,11,20,23,12.0,12.0,2.0,24.0,500.0,28.0,1.0,1018.7,0.0,0.5,NE,2.8,Gucheng,2016-11-20 23:00:00,2016-11,No Rain
32665,2016,11,21,0,13.0,13.0,2.0,20.0,500.0,33.0,0.5,1018.7,-0.5,0.3,NNE,3.0,Gucheng,2016-11-21 00:00:00,2016-11,No Rain
32666,2016,11,21,1,16.0,16.0,2.0,17.0,400.0,37.0,0.2,1018.4,-0.8,0.4,NNE,2.5,Gucheng,2016-11-21 01:00:00,2016-11,No Rain
32667,2016,11,21,2,15.0,15.0,2.0,18.0,400.0,38.0,0.0,1018.2,-1.1,0.2,NNE,2.9,Gucheng,2016-11-21 02:00:00,2016-11,No Rain
32668,2016,11,21,3,15.0,15.0,2.0,19.0,400.0,36.0,-0.4,1017.6,-1.4,0.5,NE,2.9,Gucheng,2016-11-21 03:00:00,2016-11,No Rain
32669,2016,11,21,4,11.0,11.0,2.0,17.0,500.0,38.0,-0.7,1018.0,-1.7,0.6,NE,3.8,Gucheng,2016-11-21 04:00:00,2016-11,No Rain
32670,2016,11,21,5,12.0,12.0,2.0,17.0,500.0,39.0,-0.6,1018.5,-1.4,0.5,NE,3.3,Gucheng,2016-11-21 05:00:00,2016-11,No Rain
32671,2016,11,21,6,10.0,10.0,2.0,23.0,500.0,34.0,-0.3,1019.3,-1.3,0.1,NNE,4.3,Gucheng,2016-11-21 06:00:00,2016-11,No Rain
32672,2016,11,21,7,17.0,17.0,2.0,21.0,500.0,40.0,-0.6,1020.7,-4.3,0.1,N,4.0,Gucheng,2016-11-21 07:00:00,2016-11,No Rain
32673,2016,11,21,8,10.0,10.0,2.0,19.0,500.0,43.0,-1.3,1022.1,-5.3,0.2,N,4.3,Gucheng,2016-11-21 08:00:00,2016-11,No Rain
32674,2016,11,21,9,17.0,17.0,2.0,20.0,500.0,43.0,-1.7,1023.1,-6.3,0.1,NNE,5.7,Gucheng,2016-11-21 09:00:00,2016-11,No Rain
34887,2017,2,21,14,28.0,28.0,4.0,26.0,600.0,48.0,-1.6,1021.9,-4.1,0.5,ESE,1.3,Gucheng,2017-02-21 14:00:00,2017-02,No Rain
34888,2017,2,21,15,34.0,34.0,5.0,40.0,600.0,40.0,-1.2,1020.8,-5.4,0.1,S,3.2,Gucheng,2017-02-21 15:00:00,2017-02,No Rain
34889,2017,2,21,16,28.0,28.0,6.0,37.0,600.0,44.0,-0.8,1019.8,-6.6,0.1,S,1.8,Gucheng,2017-02-21 16:00:00,2017-02,No Rain
34892,2017,2,21,19,37.0,52.0,4.0,45.0,700.0,31.0,-2.2,1018.7,-4.9,0.2,SSW,2.3,Gucheng,2017-02-21 19:00:00,2017-02,No Rain
34893,2017,2,21,20,49.0,55.0,3.0,52.0,800.0,20.0,-2.4,1018.7,-4.3,0.6,S,2.3,Gucheng,2017-02-21 20:00:00,2017-02,No Rain
34894,2017,2,21,21,50.0,52.0,3.0,42.0,800.0,28.0,-2.5,1018.4,-4.2,0.5,SSW,1.5,Gucheng,2017-02-21 21:00:00,2017-02,No Rain
34895,2017,2,21,22,63.0,63.0,3.0,50.0,900.0,19.0,-2.4,1018.1,-4.0,0.5,S,1.9,Gucheng,2017-02-21 22:00:00,2017-02,No Rain
34896,2017,2,21,23,63.0,63.0,5.0,39.0,900.0,28.0,-2.7,1017.7,-4.4,0.1,SSE,2.3,Gucheng,2017-02-21 23:00:00,2017-02,No Rain
272,2013,3,12,7,99.0,109.0,22.0,99.0,1200.0,47.0,2.4,1003.8,2.4,0.8,WNW,1.0,Huairou,2013-03-12 07:00:00,2013-03,No Rain
273,2013,3,12,8,80.0,83.0,14.0,96.0,1200.0,47.0,2.3,1004.0,2.3,0.3,WNW,0.1,Huairou,2013-03-12 08:00:00,2013-03,No Rain
274,2013,3,12,9,82.0,87.0,9.0,94.0,1300.0,47.0,2.6,1003.5,2.6,0.3,ENE,1.6,Huairou,2013-03-12 09:00:00,2013-03,No Rain
433,2013,3,19,0,26.0,6.0,10.0,29.0,600.0,41.0,-0.6,1003.1,-1.2,0.2,ESE,0.9,Huairou,2013-03-19 00:00:00,2013-03,No Rain
434,2013,3,19,1,4.0,17.0,9.0,32.0,500.0,36.0,-0.6,1003.2,-0.9,0.1,NNE,1.2,Huairou,2013-03-19 01:00:00,2013-03,No Rain
435,2013,3,19,2,19.0,32.0,4.0,33.0,500.0,31.0,-0.7,1002.5,-1.1,0.1,N,0.2,Huairou,2013-03-19 02:00:00,2013-03,No Rain
445,2013,3,19,12,36.0,36.0,6.0,28.0,500.0,32.0,2.4,1004.4,2.3,0.8,NE,3.1,Huairou,2013-03-19 12:00:00,2013-03,No Rain
446,2013,3,19,13,40.0,48.0,3.0,32.0,500.0,35.0,3.1,1004.5,2.2,0.2,NE,2.9,Huairou,2013-03-19 13:00:00,2013-03,No Rain
447,2013,3,19,14,38.0,13.0,3.0,25.0,400.0,48.0,2.7,1004.7,2.1,0.7,ENE,4.5,Huairou,2013-03-19 14:00:00,2013-03,No Rain
448,2013,3,19,15,34.0,13.0,3.0,22.0,400.0,54.0,2.4,1005.4,2.1,0.5,ENE,3.7,Huairou,2013-03-19 15:00:00,2013-03,No Rain
449,2013,3,19,16,23.0,6.0,3.0,23.0,400.0,56.0,2.1,1006.4,2.1,0.7,NE,2.5,Huairou,2013-03-19 16:00:00,2013-03,No Rain
450,2013,3,19,17,25.0,6.0,3.0,27.0,400.0,52.0,1.8,1007.1,1.8,0.6,ENE,3.0,Huairou,2013-03-19 17:00:00,2013-03,No Rain
451,2013,3,19,18,29.0,6.0,3.0,31.0,400.0,47.0,1.5,1008.4,1.5,0.3,ENE,2.9,Huairou,2013-03-19 18:00:00,2013-03,No Rain
452,2013,3,19,19,21.0,6.0,3.0,36.0,400.0,42.0,0.4,1009.8,0.4,0.7,ENE,4.1,Huairou,2013-03-19 19:00:00,2013-03,No Rain
453,2013,3,19,20,19.0,6.0,3.0,25.0,400.0,55.0,0.2,1011.0,0.2,0.6,ENE,3.8,Huairou,2013-03-19 20:00:00,2013-03,No Rain
454,2013,3,19,21,18.0,6.0,3.0,21.0,300.0,63.0,0.1,1012.1,0.1,0.8,ESE,3.6,Huairou,2013-03-19 21:00:00,2013-03,No Rain
455,2013,3,19,22,17.0,6.0,3.0,26.0,400.0,55.0,0.0,1012.8,0.0,1.0,ESE,3.4,Huairou,2013-03-19 22:00:00,2013-03,No Rain
456,2013,3,19,23,17.0,6.0,3.0,26.0,400.0,54.0,-1.3,1013.3,-1.3,0.8,ENE,4.2,Huairou,2013-03-19 23:00:00,2013-03,No Rain
457,2013,3,20,0,19.0,6.0,3.0,19.0,300.0,67.0,-1.7,1014.2,-1.7,0.1,ENE,3.3,Huairou,2013-03-20 00:00:00,2013-03,No Rain
458,2013,3,20,1,12.0,6.0,3.0,12.0,200.0,78.0,-1.9,1014.9,-1.9,0.3,E,1.1,Huairou,2013-03-20 01:00:00,2013-03,No Rain
459,2013,3,20,2,10.0,6.0,3.0,11.0,200.0,78.0,-1.8,1015.1,-1.8,3.1,WSW,1.2,Huairou,2013-03-20 02:00:00,2013-03,Light Rain
829,2013,4,4,12,56.0,109.0,67.0,44.0,1600.0,56.0,8.6,1004.9,-0.2,0.1,WNW,2.1,Huairou,2013-04-04 12:00:00,2013-04,No Rain
830,2013,4,4,13,56.0,109.0,67.0,44.0,1700.0,57.0,7.5,1004.5,3.2,0.6,ESE,0.6,Huairou,2013-04-04 13:00:00,2013-04,No Rain
831,2013,4,4,14,68.0,126.0,46.0,41.0,1600.0,52.0,7.3,1004.3,6.2,0.6,SW,0.5,Huairou,2013-04-04 14:00:00,2013-04,No Rain
832,2013,4,4,15,60.0,88.0,27.0,34.0,1600.0,53.0,6.6,1004.0,4.1,0.8,E,1.4,Huairou,2013-04-04 15:00:00,2013-04,No Rain
833,2013,4,4,16,71.0,82.0,18.0,43.0,1800.0,41.0,6.0,1004.3,5.9,1.3,NE,1.6,Huairou,2013-04-04 16:00:00,2013-04,Light Rain
834,2013,4,4,17,72.0,81.0,17.0,46.0,1700.0,35.0,5.6,1004.9,5.6,1.0,ENE,1.3,Huairou,2013-04-04 17:00:00,2013-04,No Rain
835,2013,4,4,18,72.0,81.0,17.0,46.0,1600.0,37.0,5.5,1005.5,5.5,1.3,NNE,0.8,Huairou,2013-04-04 18:00:00,2013-04,Light Rain
836,2013,4,4,19,56.0,70.0,14.0,41.0,1700.0,27.0,5.5,1006.3,5.5,1.5,ENE,1.4,Huairou,2013-04-04 19:00:00,2013-04,Light Rain
837,2013,4,4,20,64.0,71.0,13.0,41.0,1700.0,22.0,5.5,1006.5,5.5,1.3,SE,0.8,Huairou,2013-04-04 20:00:00,2013-04,Light Rain
838,2013,4,4,21,64.0,71.0,13.0,41.0,1500.0,27.0,5.6,1006.9,5.6,0.6,ESE,1.0,Huairou,2013-04-04 21:00:00,2013-04,No Rain
839,2013,4,4,22,75.0,55.0,11.0,31.0,1500.0,22.0,5.3,1007.0,5.3,1.0,ENE,2.0,Huairou,2013-04-04 22:00:00,2013-04,No Rain
840,2013,4,4,23,69.0,41.0,9.0,19.0,1399.0,32.0,5.4,1007.4,5.4,0.4,NE,1.0,Huairou,2013-04-04 23:00:00,2013-04,No Rain
844,2013,4,5,3,64.0,33.0,17.0,20.0,1399.0,28.0,5.4,1008.2,5.4,0.5,NW,0.8,Huairou,2013-04-05 03:00:00,2013-04,No Rain
845,2013,4,5,4,69.0,34.0,16.0,18.0,1399.0,24.0,5.3,1007.7,5.3,0.1,ENE,0.6,Huairou,2013-04-05 04:00:00,2013-04,No Rain
1289,2013,4,23,16,250.0,271.0,21.0,69.0,1300.0,35.0,13.7,1001.6,11.0,0.8,SSE,1.4,Huairou,2013-04-23 16:00:00,2013-04,No Rain
2031,2013,5,24,14,26.0,44.0,11.0,13.0,600.0,122.0,23.5,1003.8,11.2,0.2,NNE,4.7,Huairou,2013-05-24 14:00:00,2013-05,No Rain
2084,2013,5,26,19,62.0,105.0,16.0,27.0,1100.0,78.0,18.4,1001.4,17.6,0.1,ESE,3.2,Huairou,2013-05-26 19:00:00,2013-05,No Rain
2085,2013,5,26,20,55.0,66.0,9.0,39.0,1600.0,42.0,17.6,1002.6,17.6,0.1,E,2.6,Huairou,2013-05-26 20:00:00,2013-05,No Rain
2086,2013,5,26,21,62.0,67.0,6.0,30.0,1200.0,60.0,17.2,1002.7,17.2,2.2,E,1.6,Huairou,2013-05-26 21:00:00,2013-05,Light Rain
2087,2013,5,26,22,44.0,46.0,3.0,20.0,900.0,63.0,16.7,1003.1,16.7,0.5,ESE,2.4,Huairou,2013-05-26 22:00:00,2013-05,No Rain
2088,2013,5,26,23,41.0,46.0,3.0,16.0,600.0,77.0,16.2,1002.5,16.2,0.3,N,1.2,Huairou,2013-05-26 23:00:00,2013-05,No Rain
2122,2013,5,28,9,95.0,125.0,3.0,45.0,1100.0,6.0,19.5,997.9,19.0,0.2,NNW,0.6,Huairou,2013-05-28 09:00:00,2013-05,No Rain
2123,2013,5,28,10,101.0,114.0,3.0,42.0,1100.0,13.0,19.9,997.8,19.4,0.2,S,1.1,Huairou,2013-05-28 10:00:00,2013-05,No Rain
2291,2013,6,4,10,180.0,258.0,31.0,47.0,2299.0,128.0,20.3,1004.4,19.6,1.1,ENE,0.8,Huairou,2013-06-04 10:00:00,2013-06,Light Rain
2292,2013,6,4,11,183.0,265.0,20.0,43.0,2399.0,101.0,18.4,1004.4,18.4,3.7,E,1.7,Huairou,2013-06-04 11:00:00,2013-06,Light Rain
2293,2013,6,4,12,154.0,145.0,8.0,50.0,2200.0,58.0,17.5,1004.5,17.5,4.8,E,2.7,Huairou,2013-06-04 12:00:00,2013-06,Moderate Rain
2294,2013,6,4,13,100.0,75.0,4.0,30.0,1600.0,70.0,18.2,1004.0,18.2,0.4,NE,1.9,Huairou,2013-06-04 13:00:00,2013-06,No Rain
2295,2013,6,4,14,68.0,37.0,5.0,24.0,1300.0,87.0,18.4,1004.2,18.4,0.1,NE,1.6,Huairou,2013-06-04 14:00:00,2013-06,No Rain
2297,2013,6,4,16,84.0,85.0,3.0,40.0,1399.0,48.0,17.9,1002.5,17.9,1.7,NW,1.3,Huairou,2013-06-04 16:00:00,2013-06,Light Rain
2304,2013,6,4,23,55.0,33.0,3.0,19.0,900.0,70.0,18.0,1003.6,18.0,3.6,W,0.5,Huairou,2013-06-04 23:00:00,2013-06,Light Rain
2306,2013,6,5,1,54.0,24.0,3.0,20.0,800.0,48.0,17.8,1002.9,17.8,1.0,NNE,1.6,Huairou,2013-06-05 01:00:00,2013-06,No Rain
2310,2013,6,5,5,44.0,40.0,3.0,16.0,800.0,52.0,17.9,1003.5,17.9,0.1,NW,0.8,Huairou,2013-06-05 05:00:00,2013-06,No Rain
2311,2013,6,5,6,36.0,44.0,3.0,16.0,800.0,47.0,18.0,1003.7,18.0,0.2,W,1.7,Huairou,2013-06-05 06:00:00,2013-06,No Rain
2312,2013,6,5,7,51.0,44.0,3.0,15.0,900.0,45.0,18.1,1004.3,18.1,0.1,W,1.1,Huairou,2013-06-05 07:00:00,2013-06,No Rain
2313,2013,6,5,8,32.0,41.0,3.0,14.0,900.0,58.0,18.2,1004.3,18.2,0.2,W,0.9,Huairou,2013-06-05 08:00:00,2013-06,No Rain
2315,2013,6,5,10,43.0,19.0,3.0,17.0,1100.0,69.0,18.2,1004.3,18.2,0.8,SSW,0.7,Huairou,2013-06-05 10:00:00,2013-06,No Rain
2316,2013,6,5,11,36.0,67.0,3.0,28.0,1500.0,51.0,18.5,1003.9,18.5,0.3,WSW,0.5,Huairou,2013-06-05 11:00:00,2013-06,No Rain
2318,2013,6,5,13,158.0,175.0,8.0,39.0,2299.0,40.0,18.3,1003.2,18.3,0.2,ENE,0.8,Huairou,2013-06-05 13:00:00,2013-06,No Rain
2319,2013,6,5,14,143.0,156.0,5.0,47.0,2500.0,25.0,18.2,1003.2,18.2,0.4,N,0.4,Huairou,2013-06-05 14:00:00,2013-06,No Rain
2320,2013,6,5,15,136.0,148.0,5.0,54.0,2500.0,16.0,18.2,1002.9,18.2,0.2,SSE,0.7,Huairou,2013-06-05 15:00:00,2013-06,No Rain
2322,2013,6,5,17,144.0,160.0,6.0,46.0,2399.0,26.0,18.3,1002.8,18.3,0.1,W,1.2,Huairou,2013-06-05 17:00:00,2013-06,No Rain
2333,2013,6,6,4,154.0,169.0,5.0,47.0,1700.0,2.0,17.8,1002.1,17.8,0.1,WNW,1.0,Huairou,2013-06-06 04:00:00,2013-06,No Rain
2334,2013,6,6,5,157.0,188.0,5.0,44.0,1600.0,2.0,17.7,1002.4,17.7,0.3,WSW,1.0,Huairou,2013-06-06 05:00:00,2013-06,No Rain
2335,2013,6,6,6,136.0,156.0,4.0,43.0,1600.0,2.0,17.9,1002.9,17.9,0.2,WNW,0.9,Huairou,2013-06-06 06:00:00,2013-06,No Rain
2336,2013,6,6,7,95.0,76.0,3.0,42.0,1700.0,4.0,17.9,1003.1,17.9,0.3,W,0.9,Huairou,2013-06-06 07:00:00,2013-06,No Rain
2337,2013,6,6,8,73.0,42.0,4.0,41.0,1800.0,8.0,18.0,1002.4,18.0,0.3,WNW,1.1,Huairou,2013-06-06 08:00:00,2013-06,No Rain
2338,2013,6,6,9,68.0,37.0,4.0,40.0,1800.0,4.0,18.0,1002.8,18.0,0.1,WSW,1.3,Huairou,2013-06-06 09:00:00,2013-06,No Rain
2339,2013,6,6,10,61.0,31.0,4.0,41.0,2000.0,4.0,18.4,1002.3,18.4,0.1,E,0.4,Huairou,2013-06-06 10:00:00,2013-06,No Rain
2359,2013,6,7,6,90.0,107.0,3.0,32.0,1600.0,2.0,19.9,999.5,19.9,0.1,WNW,0.8,Huairou,2013-06-07 06:00:00,2013-06,No Rain
2362,2013,6,7,9,94.0,109.0,4.0,34.0,1700.0,2.0,19.7,1000.7,19.7,4.3,NW,1.1,Huairou,2013-06-07 09:00:00,2013-06,Moderate Rain
2364,2013,6,7,11,100.0,118.0,4.0,41.0,1700.0,2.0,20.0,1000.4,20.0,0.7,SW,1.3,Huairou,2013-06-07 11:00:00,2013-06,No Rain
2383,2013,6,8,6,86.0,87.0,3.0,15.0,1500.0,9.0,19.4,999.4,19.4,0.3,SSW,0.4,Huairou,2013-06-08 06:00:00,2013-06,No Rain
2384,2013,6,8,7,85.0,95.0,3.0,20.0,1600.0,5.0,19.3,999.5,19.3,0.1,W,0.7,Huairou,2013-06-08 07:00:00,2013-06,No Rain
2385,2013,6,8,8,89.0,110.0,4.0,38.0,1600.0,5.0,19.0,999.8,19.0,0.5,WSW,1.2,Huairou,2013-06-08 08:00:00,2013-06,No Rain
2386,2013,6,8,9,95.0,96.0,3.0,46.0,1700.0,2.0,18.9,1000.0,18.9,0.3,WNW,1.9,Huairou,2013-06-08 09:00:00,2013-06,No Rain
